Saison,Spieler,Position,Alter,Marktwert,Nationalität,Abgebender Verein,Abgebende Liga,Aufnehmender Verein,Aufnehmende Liga,Minuten,Tore,Vorlagen,Gelbe Karten,Rote Karten,Expected Goals,Expected Assists,Erfolgreiche Dribblings,Erfolgreiche Pässe,Potential,Größe,Gewicht,Starker Fuß,Beidfüßigkeit,Skill-Moves,Internationaler Ruf,Arbeitsrate,Schnelligkeit,Schießen,Passen,Dribbling,Verteidigung,Physis,xGoalDiff
18,Lukas Klünter,Right-Back,22,3.0,Germany,1.FC Köln,2. Bundesliga,Hertha BSC,Bundesliga,1336.0,1.0,0.0,6.0,0.0,2.1,1.2,38.0,41.0,78,184,73,Right,3,3,1,Medium/Medium,85.0,48.0,56.0,67.0,65.0,64.0,-1.1
18,Andreas Cornelius,Centre-Forward,25,3.0,Denmark,Atalanta BC,Serie A,G. Bordeaux,Ligue 1,934.0,3.0,1.0,0.0,0.0,3.8,2.1,18.0,23.0,79,193,91,Left,3,3,2,High/Low,68.0,73.0,53.0,67.0,39.0,81.0,-0.7999999999999998
18,Isaac Kiese Thelin,Centre-Forward,26,3.0,Sweden,RSC Anderlecht,JPL,B. Leverkusen,Bundesliga,98.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,74,188,82,Right,3,3,1,High/Medium,55.0,68.0,63.0,66.0,32.0,79.0,-0.1
18,Frederik Rönnow,Goalkeeper,25,3.0,Denmark,Bröndby IF,Superliga,E. Frankfurt,Bundesliga,3240.0,0.0,0.0,3.0,0.0,,,,,80,190,77,Right,2,1,1,Medium/Medium,,,,,,,
18,Pablo de Blasis,Attacking Midfield,30,3.0,Argentina,1.FSV Mainz 05,Bundesliga,SD Eibar,LaLiga,1652.0,5.0,2.0,2.0,0.0,3.7,2.1,24.0,68.0,76,166,65,Right,4,3,1,High/Medium,78.0,72.0,71.0,81.0,46.0,62.0,1.2999999999999998
18,José Pozo,Attacking Midfield,22,3.0,Spain,UD Almería,2ª División,Rayo Vallecano,LaLiga,3171.0,2.0,8.0,7.0,2.0,3.9,6.4,133.0,215.0,81,170,65,Right,4,3,1,Medium/Medium,73.0,69.0,71.0,77.0,54.0,53.0,-1.9
18,Martín Cáceres,Centre-Back,31,3.0,Uruguay,Lazio,Serie A,Juventus,Serie A,441.0,1.0,0.0,0.0,0.0,0.5,0.5,5.0,20.0,78,180,78,Right,3,2,2,Medium/High,76.0,51.0,64.0,65.0,79.0,73.0,0.5
18,Dodi Lukébakio,Right Winger,20,3.0,Belgium,Watford,Premier League,F. Düsseldorf,Bundesliga,16.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,80,187,77,Left,4,3,1,Medium/Low,78.0,61.0,65.0,76.0,24.0,55.0,0.0
18,Federico Viviani,Defensive Midfield,26,3.0,Italy,SPAL,Serie A,Frosinone,Serie A,2480.0,3.0,3.0,9.0,0.0,3.4,3.3,25.0,173.0,79,180,75,Right,4,3,1,Medium/Medium,70.0,68.0,77.0,77.0,67.0,69.0,-0.3999999999999999
18,Jeffrey Bruma,Centre-Back,27,3.0,Netherlands,VfL Wolfsburg,Bundesliga,FC Schalke 04,Bundesliga,990.0,0.0,0.0,1.0,0.0,0.2,0.1,3.0,28.0,80,190,88,Right,3,2,2,Medium/Medium,61.0,53.0,62.0,59.0,74.0,80.0,-0.2
18,Marvin Zeegelaar,Left-Back,28,3.0,Netherlands,Watford,Premier League,Udinese Calcio,Serie A,994.0,0.0,1.0,4.0,1.0,0.0,1.0,30.0,54.0,75,186,82,Left,3,3,1,High/Medium,74.0,62.0,67.0,73.0,73.0,76.0,0.0
18,Valter Birsa,Attacking Midfield,32,3.0,Slovenia,Chievo Verona,Serie A,Cagliari Calcio,Serie A,2504.0,3.0,6.0,3.0,0.0,2.3,6.4,77.0,157.0,80,184,81,Left,4,4,2,Medium/Medium,72.0,73.0,80.0,82.0,56.0,71.0,0.7000000000000002
18,Nicolai Müller,Attacking Midfield,30,3.0,Germany,Hamburger SV,2. Bundesliga,E. Frankfurt,Bundesliga,101.0,1.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,77,173,66,Right,3,3,2,High/Medium,85.0,72.0,70.0,80.0,44.0,65.0,0.9
18,Giuseppe Pezzella,Left-Back,21,3.0,Italy,Udinese Calcio,Serie A,Genoa,Serie A,903.0,0.0,0.0,3.0,1.0,0.2,0.9,22.0,33.0,83,187,85,Left,4,3,1,Medium/Medium,79.0,52.0,64.0,71.0,67.0,76.0,-0.2
18,Rômulo,Central Midfield,31,3.0,Italy,Hellas Verona,Serie B,Genoa,Serie A,3168.0,3.0,5.0,7.0,0.0,3.9,3.6,149.0,121.0,76,178,72,Right,2,4,1,Medium/Medium,72.0,66.0,75.0,77.0,70.0,73.0,-0.8999999999999999
18,Dimitri Oberlin,Centre-Forward,21,3.0,Switzerland,FC Basel,Super League,FC Empoli,Serie A,991.0,5.0,0.0,4.0,0.0,,,,,81,182,74,Right,3,4,1,High/Low,92.0,66.0,60.0,73.0,42.0,67.0,
18,Edgar Ié,Centre-Back,24,3.0,Guinea-Bissau,LOSC Lille,Ligue 1,FC Nantes,Ligue 1,3146.0,1.0,0.0,6.0,0.0,0.9,0.5,55.0,131.0,81,178,68,Right,3,2,1,Medium/High,74.0,45.0,58.0,65.0,73.0,73.0,0.09999999999999998
18,Stéphane Bahoken,Centre-Forward,26,3.0,Cameroon,R. Strasbourg,Ligue 1,Angers SCO,Ligue 1,1662.0,7.0,1.0,5.0,0.0,6.7,1.7,31.0,22.0,73,185,78,Right,3,3,1,Medium/Medium,79.0,67.0,50.0,70.0,22.0,63.0,0.2999999999999998
18,Edoardo Goldaniga,Centre-Back,24,3.0,Italy,Sassuolo,Serie A,Frosinone,Serie A,1153.0,1.0,0.0,5.0,4.0,0.4,0.2,2.0,18.0,76,188,82,Right,3,2,1,Medium/High,50.0,33.0,41.0,51.0,74.0,72.0,0.6
18,Yacine Bammou,Centre-Forward,26,1.5,Morocco,FC Nantes,Ligue 1,SM Caen,Ligue 1,725.0,3.0,0.0,2.0,1.0,1.0,0.2,15.0,18.0,73,188,78,Right,3,3,1,Medium/High,66.0,72.0,68.0,72.0,46.0,74.0,2.0
18,Florent Mollet,Attacking Midfield,26,1.25,France,FC Metz,Ligue 2,Montpellier,Ligue 1,1412.0,7.0,1.0,5.0,0.0,4.3,1.3,35.0,65.0,74,174,68,Right,4,3,1,High/Medium,72.0,68.0,69.0,73.0,47.0,53.0,2.7
18,Roberto Massimo,Right Winger,17,1.5,Germany,Arm. Bielefeld,2. Bundesliga,VfB Stuttgart,Bundesliga,416.0,0.0,0.0,0.0,0.0,0.3,0.1,9.0,6.0,82,185,75,Right,5,2,1,Medium/Medium,87.0,59.0,54.0,69.0,34.0,58.0,-0.3
18,Philippe Sandler,Centre-Back,21,2.5,Netherlands,PEC Zwolle,Eredivisie,Man City,Premier League,2014.0,0.0,0.0,4.0,0.0,,,,,81,190,82,Right,3,2,1,High/Medium,67.0,39.0,62.0,69.0,69.0,67.0,
18,Vasyl Kravets,Left-Back,21,5.0,Ukraine,CD Lugo,2ª División,CD Leganés,LaLiga,1437.0,0.0,3.0,7.0,2.0,0.4,3.6,47.0,48.0,76,185,78,Left,3,2,1,High/Medium,72.0,41.0,49.0,56.0,63.0,69.0,-0.4
18,Sikou Niakaté,Centre-Back,19,8.0,Mali,Valenciennes FC,Ligue 2,Guingamp,Ligue 1,1980.0,0.0,0.0,4.0,0.0,0.3,0.6,27.0,62.0,79,182,76,Right,3,2,1,Medium/Medium,68.0,29.0,40.0,40.0,64.0,70.0,-0.3
18,Juninho Bacuna,Central Midfield,20,1.5,Curacao,FC Groningen,Eredivisie,Huddersfield,Premier League,2594.0,1.0,4.0,5.0,0.0,,,,,77,178,74,Right,3,3,1,Medium/Medium,71.0,63.0,68.0,74.0,61.0,70.0,
18,Sandro,Central Midfield,29,2.5,Brazil,Benevento,Serie B,Genoa,Serie A,1153.0,1.0,0.0,4.0,0.0,0.7,0.3,3.0,49.0,82,175,71,Right,4,3,2,High/Medium,70.0,78.0,63.0,78.0,30.0,63.0,0.30000000000000004
18,Junior Sambia,Right-Back,21,2.5,France,Chamois Niort,Ligue 2,Montpellier,Ligue 1,263.0,0.0,0.0,0.0,0.0,0.2,0.1,8.0,11.0,80,185,73,Right,4,3,1,Medium/Medium,79.0,68.0,73.0,72.0,65.0,70.0,-0.2
18,Benito Raman,Centre-Forward,23,2.5,Belgium,Standard Liège,JPL,F. Düsseldorf,Bundesliga,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79,172,67,Right,4,3,1,High/Medium,92.0,70.0,62.0,76.0,26.0,58.0,0.0
18,Fayçal Fajr,Central Midfield,30,2.5,Morocco,Getafe,LaLiga,SM Caen,Ligue 1,2385.0,1.0,4.0,7.0,0.0,1.5,2.9,24.0,89.0,78,178,71,Right,4,3,2,High/Medium,64.0,73.0,79.0,76.0,72.0,66.0,-0.5
18,Vincent Pajot,Defensive Midfield,27,2.5,France,Saint-Étienne,Ligue 1,Angers SCO,Ligue 1,1290.0,2.0,2.0,5.0,1.0,1.5,1.8,13.0,58.0,73,180,68,Right,3,3,1,Medium/Medium,65.0,58.0,70.0,72.0,73.0,70.0,0.5
18,Deni Alar,Centre-Forward,28,2.5,Austria,Sturm Graz,Bundesliga,Rapid Vienna,Bundesliga,2632.0,20.0,2.0,3.0,0.0,,,,,75,185,78,Left,4,3,1,Medium/Medium,74.0,76.0,64.0,73.0,32.0,71.0,
18,Duje Cop,Centre-Forward,28,2.5,Croatia,Standard Liège,JPL,Real Valladolid,LaLiga,1086.0,5.0,2.0,2.0,0.0,3.8,1.4,24.0,31.0,72,184,73,Right,3,3,1,High/Medium,57.0,75.0,65.0,69.0,33.0,67.0,1.2000000000000002
18,Stefanos Kapino,Goalkeeper,24,2.5,Greece,Nottm Forest,Championship,Werder Bremen,Bundesliga,360.0,0.0,0.0,0.0,0.0,,,,,78,196,91,Right,2,1,1,Medium/Medium,,,,,,,
18,Robert Bauer,Centre-Back,23,2.5,Germany,Werder Bremen,Bundesliga,1.FC Nuremberg,Bundesliga,956.0,0.0,0.0,4.0,0.0,0.0,0.2,13.0,39.0,77,183,76,Right,2,2,1,Medium/Medium,72.0,51.0,64.0,70.0,73.0,76.0,0.0
18,Marcin Kaminski,Centre-Back,26,2.5,Poland,VfB Stuttgart,Bundesliga,F. Düsseldorf,Bundesliga,1138.0,0.0,0.0,0.0,0.0,0.3,0.5,20.0,53.0,75,192,82,Left,2,2,1,High/Medium,71.0,57.0,64.0,61.0,73.0,71.0,-0.3
18,Kevin Möhwald,Central Midfield,24,2.5,Germany,1.FC Nuremberg,Bundesliga,Werder Bremen,Bundesliga,2424.0,7.0,1.0,4.0,0.0,5.5,2.7,67.0,183.0,77,183,77,Right,2,3,1,Medium/Medium,65.0,68.0,76.0,73.0,55.0,66.0,1.5
18,Franco Di Santo,Centre-Forward,29,2.5,Argentina,FC Schalke 04,Bundesliga,Rayo Vallecano,LaLiga,1654.0,3.0,1.0,4.0,0.0,3.8,1.7,39.0,31.0,79,175,77,Right,4,3,1,Medium/Medium,90.0,72.0,66.0,77.0,33.0,61.0,-0.7999999999999998
18,Jimmy Briand,Centre-Forward,33,2.5,France,Guingamp,Ligue 1,G. Bordeaux,Ligue 1,3209.0,11.0,2.0,4.0,0.0,10.5,2.4,64.0,84.0,77,181,84,Right,3,3,2,High/Medium,74.0,76.0,74.0,73.0,47.0,75.0,0.5
18,Facundo Roncaglia,Centre-Back,31,2.5,Argentina,Celta de Vigo,LaLiga,Valencia,LaLiga,1492.0,0.0,0.0,2.0,0.0,0.3,0.1,13.0,60.0,75,179,76,Right,3,2,2,Medium/High,64.0,53.0,68.0,64.0,76.0,71.0,-0.3
18,Darwin Machís,Left Winger,25,2.5,Venezuela,Granada CF,2ª División,Udinese Calcio,Serie A,2680.0,14.0,6.0,6.0,1.0,10.3,4.9,161.0,70.0,78,169,74,Right,4,4,1,High/Medium,90.0,72.0,68.0,80.0,38.0,65.0,3.6999999999999993
18,Alexandre Mendy,Centre-Forward,24,2.5,Guinea-Bissau,G. Bordeaux,Ligue 1,Guingamp,Ligue 1,795.0,4.0,0.0,2.0,0.0,4.0,0.7,9.0,13.0,77,185,94,Right,3,2,1,Medium/Medium,67.0,72.0,51.0,64.0,24.0,77.0,0.0
18,Cheikh N'Doye,Central Midfield,32,2.5,Senegal,Birmingham,Championship,Angers SCO,Ligue 1,2389.0,0.0,1.0,6.0,2.0,,,,,69,192,90,Right,2,3,1,Medium/High,53.0,65.0,64.0,64.0,68.0,85.0,
18,Sanjin Prcic,Central Midfield,24,2.5,Bosnia-Herzegovina,Stade Rennais,Ligue 1,Levante,LaLiga,1565.0,1.0,2.0,3.0,0.0,0.5,0.4,16.0,118.0,77,181,73,Right,4,3,1,High/High,64.0,62.0,73.0,72.0,70.0,71.0,0.5
18,Paul Baysse,Centre-Back,30,2.5,France,G. Bordeaux,Ligue 1,SM Caen,Ligue 1,566.0,0.0,0.0,0.0,1.0,0.6,0.0,7.0,35.0,76,184,82,Right,3,2,1,Medium/Medium,64.0,46.0,65.0,63.0,76.0,79.0,-0.6
18,Amato Ciciretti,Right Winger,24,2.5,Italy,Benevento,Serie B,Napoli,Serie A,807.0,2.0,1.0,0.0,0.0,1.6,1.5,40.0,23.0,78,170,62,Left,4,4,1,High/Medium,82.0,68.0,74.0,76.0,35.0,47.0,0.3999999999999999
18,Pablo Insua,Centre-Back,24,2.5,Spain,FC Schalke 04,Bundesliga,SD Huesca,LaLiga,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80,187,76,Right,3,2,1,Medium/Medium,53.0,36.0,56.0,53.0,75.0,68.0,0.0
18,Stipe Perica,Centre-Forward,23,2.4,Croatia,Udinese Calcio,Serie A,Frosinone,Serie A,943.0,1.0,0.0,6.0,0.0,2.3,0.8,12.0,24.0,79,192,80,Right,2,3,1,Medium/Medium,67.0,70.0,49.0,65.0,27.0,70.0,-1.2999999999999998
18,Ken Sema,Left Winger,24,1.0,Sweden,Östersund,Allsvenskan,Watford,Premier League,1984.0,4.0,5.0,2.0,0.0,,,,,75,180,69,Left,3,3,1,Medium/Medium,79.0,64.0,67.0,74.0,42.0,72.0,
18,Mehdi Bourabia,Central Midfield,26,7.5,Morocco,Konyaspor,Süper Lig,Sassuolo,Serie A,2641.0,1.0,2.0,9.0,2.0,,,,,71,183,73,Right,3,3,1,Medium/Medium,65.0,61.0,68.0,69.0,63.0,64.0,
18,Arthur Caíke,Left Winger,26,2.0,Brazil,Chapecoense,Série A,Pyramids FC,Premier League,2871.0,8.0,6.0,6.0,0.0,,,,,70,176,75,Right,3,3,1,High/Low,76.0,73.0,63.0,68.0,29.0,69.0,
18,Simone Missiroli,Central Midfield,32,2.2,Italy,Sassuolo,Serie A,SPAL,Serie A,2918.0,1.0,1.0,4.0,0.0,2.4,2.6,47.0,164.0,75,191,77,Right,3,3,2,Medium/Medium,66.0,66.0,72.0,71.0,67.0,65.0,-1.4
18,Mark Flekken,Goalkeeper,25,9.0,Netherlands,MSV Duisburg,2. Bundesliga,SC Freiburg,Bundesliga,2745.0,0.0,,2.0,,0.1,0.0,0.0,1.0,76,193,85,Right,4,1,1,Medium/Medium,,,,,,,-0.1
18,Naldo,Centre-Back,36,1.0,Brazil,FC Schalke 04,Bundesliga,Monaco,Ligue 1,3060.0,7.0,2.0,5.0,0.0,3.9,2.5,9.0,73.0,80,175,69,Left,3,3,2,High/Medium,78.0,69.0,76.0,76.0,76.0,73.0,3.1
18,Álvaro Aguado,Central Midfield,22,3.0,Spain,Córdoba CF,2ª División,Real Valladolid,LaLiga,802.0,1.0,0.0,2.0,0.0,1.0,0.7,30.0,60.0,75,174,66,Right,3,2,1,Medium/Medium,59.0,56.0,65.0,63.0,43.0,41.0,0.0
18,Ibrahima Sissoko,Defensive Midfield,20,7.0,Mali,Stade Brestois,Ligue 2,R. Strasbourg,Ligue 1,1454.0,1.0,1.0,9.0,3.0,2.5,1.0,35.0,92.0,80,193,88,Right,4,2,1,Medium/Medium,54.0,40.0,56.0,61.0,60.0,74.0,-1.5
18,Fábio,Right-Back,28,1.5,Brazil,Middlesbrough,Championship,FC Nantes,Ligue 1,1493.0,1.0,1.0,2.0,0.0,,,,,71,172,65,Right,4,3,2,High/Medium,78.0,56.0,67.0,71.0,67.0,64.0,
18,Casimir Ninga,Centre-Forward,25,1.5,Chad,Montpellier,Ligue 1,SM Caen,Ligue 1,1283.0,1.0,1.0,1.0,0.0,2.7,1.2,38.0,16.0,78,186,81,Right,3,3,1,High/Medium,90.0,73.0,61.0,69.0,27.0,79.0,-1.7000000000000002
18,Pascal Köpke,Centre-Forward,22,2.0,Germany,Erzgebirge Aue,2. Bundesliga,Hertha BSC,Bundesliga,2817.0,10.0,6.0,4.0,0.0,11.9,6.4,56.0,44.0,79,178,75,Right,3,3,1,High/Medium,79.0,70.0,60.0,71.0,35.0,64.0,-1.9000000000000004
18,Filip Jagiello,Central Midfield,21,7.5,Poland,Zaglebie Lubin,Ekstraklasa,Genoa,Serie A,2202.0,1.0,2.0,3.0,0.0,,,,,71,180,75,Right,3,3,1,Medium/Medium,74.0,50.0,63.0,67.0,36.0,55.0,
18,Franck Honorat,Right Winger,22,8.0,France,Clermont Foot,Ligue 2,Saint-Étienne,Ligue 1,1950.0,3.0,5.0,2.0,1.0,4.6,6.4,130.0,59.0,77,180,70,Right,2,3,1,Medium/Medium,79.0,67.0,57.0,70.0,20.0,48.0,-1.5999999999999996
18,Ludovic Ajorque,Centre-Forward,24,9.0,France,Clermont Foot,Ligue 2,R. Strasbourg,Ligue 1,3121.0,14.0,3.0,8.0,0.0,16.9,3.3,66.0,96.0,75,196,82,Left,2,3,1,High/Low,50.0,70.0,42.0,66.0,26.0,72.0,-2.8999999999999986
18,Marc Navarro,Right-Back,22,2.0,Spain,Espanyol,LaLiga,Watford,Premier League,1109.0,1.0,0.0,3.0,0.0,0.7,0.8,16.0,24.0,81,188,79,Right,2,2,1,High/Medium,69.0,56.0,69.0,65.0,74.0,66.0,0.30000000000000004
18,Fabio Ceravolo,Centre-Forward,31,2.0,Italy,Benevento,Serie B,Parma,Serie A,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,180,73,Right,3,4,1,Medium/Medium,77.0,71.0,60.0,74.0,33.0,69.0,0.0
18,Recio,Central Midfield,27,2.0,Spain,Málaga CF,2ª División,CD Leganés,LaLiga,1837.0,1.0,2.0,11.0,1.0,1.8,2.1,35.0,97.0,79,183,74,Right,3,3,1,Medium/Medium,47.0,66.0,73.0,72.0,72.0,73.0,-0.8
18,Coke,Right-Back,31,2.0,Spain,FC Schalke 04,Bundesliga,Levante,LaLiga,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,78,177,74,Right,4,3,2,High/Medium,74.0,65.0,70.0,74.0,78.0,72.0,0.0
18,Bobby Wood,Centre-Forward,25,2.0,United States,Hamburger SV,2. Bundesliga,Hannover 96,Bundesliga,1609.0,2.0,0.0,2.0,1.0,5.3,1.5,23.0,29.0,75,180,79,Right,3,3,1,High/Medium,83.0,72.0,58.0,71.0,27.0,72.0,-3.3
18,Afriyie Acquah,Central Midfield,26,2.0,Ghana,Torino,Serie A,FC Empoli,Serie A,951.0,1.0,0.0,4.0,2.0,0.4,0.6,24.0,60.0,74,179,70,Right,2,3,1,Medium/High,77.0,63.0,68.0,74.0,71.0,79.0,0.6
18,Aymen Barkok,Attacking Midfield,20,2.0,Morocco,E. Frankfurt,Bundesliga,F. Düsseldorf,Bundesliga,314.0,0.0,1.0,1.0,0.0,0.1,0.5,3.0,9.0,83,188,75,Right,3,4,1,Medium/Medium,70.0,61.0,62.0,78.0,52.0,63.0,-0.1
18,Charles Traoré,Left-Back,26,2.0,Mali,Troyes,Ligue 2,FC Nantes,Ligue 1,2998.0,0.0,3.0,8.0,1.0,0.6,3.5,39.0,129.0,68,180,74,Left,2,2,1,Medium/Medium,74.0,31.0,51.0,64.0,67.0,75.0,-0.6
18,Felix Wiedwald,Goalkeeper,28,2.0,Germany,Leeds,Championship,E. Frankfurt,Bundesliga,2520.0,0.0,0.0,1.0,0.0,,,,,71,190,82,Right,2,1,2,Medium/Medium,,,,,,,
18,Kevin Stöger,Attacking Midfield,24,2.0,Austria,VfL Bochum,2. Bundesliga,F. Düsseldorf,Bundesliga,2618.0,4.0,6.0,9.0,0.0,4.6,6.7,75.0,298.0,80,175,75,Left,3,3,1,Medium/Medium,70.0,67.0,75.0,75.0,35.0,62.0,-0.5999999999999996
18,Markus Suttner,Left-Back,31,2.0,Austria,Brighton,Premier League,F. Düsseldorf,Bundesliga,1179.0,0.0,0.0,0.0,0.0,0.1,0.3,17.0,56.0,73,179,73,Left,3,3,1,High/Medium,69.0,58.0,72.0,72.0,70.0,68.0,-0.1
18,Ivi López,Attacking Midfield,24,2.0,Spain,Levante,LaLiga,Real Valladolid,LaLiga,1762.0,4.0,3.0,3.0,0.0,2.7,2.6,62.0,82.0,81,174,74,Right,3,3,1,Medium/Medium,80.0,75.0,68.0,79.0,43.0,62.0,1.2999999999999998
18,Keko Gontán,Right Winger,26,2.0,Spain,Málaga CF,2ª División,Real Valladolid,LaLiga,1209.0,0.0,2.0,3.0,0.0,1.3,1.8,24.0,29.0,76,172,68,Right,4,3,2,Medium/High,73.0,68.0,75.0,75.0,50.0,61.0,-1.3
18,Gianluigi Buffon,Goalkeeper,40,2.0,Italy,Juventus,Serie A,Paris SG,Ligue 1,1862.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88,192,92,Right,2,1,4,Medium/Medium,,,,,,,0.0
18,Luca Antonelli,Left-Back,31,2.0,Italy,AC Milan,Serie A,FC Empoli,Serie A,144.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,76,184,79,Left,3,3,2,High/High,72.0,58.0,69.0,72.0,77.0,73.0,0.0
18,Jony,Left Winger,26,2.0,Spain,Málaga CF,2ª División,Alavés,LaLiga,217.0,0.0,0.0,1.0,0.0,0.3,0.3,11.0,10.0,75,179,76,Left,3,3,1,High/Medium,86.0,67.0,73.0,73.0,51.0,66.0,-0.3
18,Serhou Guirassy,Centre-Forward,22,2.0,Guinea,1.FC Köln,2. Bundesliga,Amiens SC,Ligue 1,851.0,4.0,0.0,2.0,0.0,6.4,0.7,14.0,25.0,79,187,82,Right,3,3,1,Medium/Low,73.0,67.0,55.0,69.0,36.0,70.0,-2.4000000000000004
18,Théo Pellenard,Centre-Back,24,2.0,France,G. Bordeaux,Ligue 1,Angers SCO,Ligue 1,1428.0,0.0,0.0,4.0,0.0,0.0,0.9,26.0,64.0,74,184,78,Left,3,3,1,Medium/Medium,64.0,36.0,61.0,65.0,70.0,69.0,0.0
18,Baptiste Guillaume,Centre-Forward,23,2.0,Belgium,Angers SCO,Ligue 1,Nîmes Olympique,Ligue 1,458.0,1.0,2.0,3.0,0.0,1.7,0.9,9.0,9.0,74,189,77,Right,4,3,1,Medium/High,47.0,66.0,56.0,68.0,31.0,65.0,-0.7
18,Leon Balogun,Centre-Back,30,2.0,Nigeria,1.FSV Mainz 05,Bundesliga,Brighton,Premier League,1173.0,0.0,0.0,5.0,1.0,0.1,0.0,4.0,24.0,75,190,88,Right,3,2,1,Medium/Medium,65.0,46.0,60.0,60.0,74.0,74.0,-0.1
18,Yoann Gourcuff,Attacking Midfield,32,2.0,France,Stade Rennais,Ligue 1,Dijon,Ligue 1,426.0,1.0,2.0,0.0,0.0,0.5,0.9,6.0,23.0,75,185,82,Right,4,4,2,Medium/Medium,57.0,69.0,77.0,76.0,51.0,70.0,0.5
18,Jaime Mata,Centre-Forward,29,2.0,Spain,Real Valladolid,LaLiga,Getafe,LaLiga,3388.0,33.0,5.0,12.0,0.0,28.4,6.4,44.0,40.0,76,187,78,Right,3,3,1,High/Medium,74.0,77.0,57.0,69.0,31.0,77.0,4.600000000000001
18,Vanja Milinković-Savić,Goalkeeper,21,2.0,Serbia,Torino,Serie A,SPAL,Serie A,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,202,92,Right,3,1,1,Medium/Medium,,,,,,,0.0
18,Sergi Guardiola,Centre-Forward,27,2.0,Spain,Córdoba CF,2ª División,Getafe,LaLiga,3368.0,22.0,8.0,10.0,0.0,19.0,6.1,100.0,71.0,76,187,77,Left,3,3,1,High/Medium,61.0,77.0,57.0,76.0,30.0,66.0,3.0
18,Andrea Pinamonti,Centre-Forward,19,2.0,Italy,Inter,Serie A,Frosinone,Serie A,14.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,80,188,72,Right,3,3,1,Medium/Medium,49.0,64.0,45.0,64.0,22.0,46.0,-0.1
18,Omar Khribin,Centre-Forward,25,1.9,Syria,Al-Hilal,Saudi Pro League,Pyramids FC,Premier League,965.0,7.0,5.0,2.0,0.0,,,,,79,185,83,Right,3,3,1,High/Low,80.0,76.0,56.0,73.0,36.0,68.0,
18,Luca Mazzitelli,Central Midfield,22,1.8,Italy,Sassuolo,Serie A,Genoa,Serie A,1017.0,0.0,1.0,4.0,0.0,1.2,0.3,13.0,52.0,78,184,76,Right,4,3,1,Medium/Medium,61.0,55.0,72.0,71.0,65.0,66.0,-1.2
18,Álvaro Medrán,Central Midfield,24,1.8,Spain,Valencia,LaLiga,Rayo Vallecano,LaLiga,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,81,176,71,Right,4,3,1,Medium/Medium,62.0,68.0,77.0,73.0,63.0,56.0,0.0
18,Ali Adnan,Left-Back,26,1.8,Iraq,Udinese Calcio,Serie A,Atalanta BC,Serie A,1674.0,0.0,1.0,4.0,0.0,0.5,1.7,25.0,58.0,76,185,70,Left,3,4,1,High/Medium,76.0,67.0,69.0,75.0,68.0,78.0,-0.5
18,Vasco Regini,Left-Back,28,1.8,Italy,Sampdoria,Serie A,SPAL,Serie A,1077.0,0.0,0.0,2.0,0.0,0.1,0.8,22.0,42.0,73,185,79,Left,2,2,1,Medium/Medium,68.0,39.0,54.0,61.0,74.0,71.0,-0.1
18,Francesco Zampano,Left-Back,24,1.8,Italy,Pescara,Serie B,Frosinone,Serie A,956.0,0.0,4.0,1.0,0.0,,,,,74,177,74,Right,3,3,1,High/Medium,77.0,39.0,61.0,71.0,66.0,70.0,
18,Sebastián Cristóforo,Central Midfield,25,1.8,Uruguay,Fiorentina,Serie A,Getafe,LaLiga,268.0,0.0,0.0,1.0,0.0,0.1,0.4,2.0,18.0,79,175,68,Right,3,3,2,Medium/Medium,61.0,58.0,67.0,69.0,73.0,70.0,-0.1
18,Lucas Torró,Defensive Midfield,23,8.0,Spain,CA Osasuna,2ª División,Real Madrid,LaLiga,2996.0,1.0,6.0,10.0,0.0,2.6,2.1,38.0,141.0,81,190,83,Right,3,2,1,Medium/Medium,60.0,51.0,65.0,64.0,68.0,76.0,-1.6
18,Lee Grant,Goalkeeper,35,1.0,England,Stoke City,Championship,Man Utd,Premier League,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,193,83,Right,4,1,1,Medium/Medium,,,,,,,0.0
18,Lorenzo Crisetig,Defensive Midfield,25,1.7,Italy,Bologna,Serie A,Frosinone,Serie A,558.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,37.0,77,183,80,Left,3,3,1,Medium/High,51.0,51.0,72.0,73.0,69.0,74.0,0.0
18,Vid Belec,Goalkeeper,28,1.7,Slovenia,Benevento,Serie B,Sampdoria,Serie A,1113.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74,192,93,Right,3,1,1,Medium/Medium,,,,,,,0.0
