Saison,Spieler,Position,Alter,Marktwert,Nationalität,Abgebender Verein,Abgebende Liga,Aufnehmender Verein,Aufnehmende Liga,Minuten,Tore,Vorlagen,Gelbe Karten,Rote Karten,Expected Goals,Expected Assists,Erfolgreiche Dribblings,Erfolgreiche Pässe,Potential,Größe,Gewicht,Starker Fuß,Beidfüßigkeit,Skill-Moves,Internationaler Ruf,Arbeitsrate,Schnelligkeit,Schießen,Passen,Dribbling,Verteidigung,Physis,xGoalDiff
22,Isco,Attacking Midfield,30,7.5,Spain,Real Madrid,LaLiga,Sevilla FC,LaLiga,331.0,1.0,0.0,1.0,0.0,0.7,1.4,16.0,42.0,82,176,79,Right,3,4,3,Medium/Medium,65.0,75.0,80.0,88.0,59.0,58.0,0.30000000000000004
22,Armand Laurienté,Left Winger,23,7.0,France,FC Lorient,Ligue 1,Sassuolo,Serie A,2477.0,6.0,2.0,5.0,0.0,7.5,4.0,89.0,66.0,79,177,79,Right,3,4,1,Medium/Medium,77.0,73.0,71.0,77.0,35.0,44.0,-1.5
22,Matteo Lovato,Centre-Back,22,7.0,Italy,Atalanta BC,Serie A,Salernitana,Serie A,305.0,0.0,0.0,1.0,0.0,0.0,0.1,2.0,10.0,82,188,78,Right,3,2,1,Medium/Medium,70.0,30.0,52.0,60.0,75.0,72.0,0.0
22,Strahinja Pavlović,Centre-Back,21,5.0,Serbia,Monaco,Ligue 1,RB Salzburg,Bundesliga,451.0,0.0,0.0,4.0,1.0,0.5,0.2,10.0,33.0,82,194,84,Left,3,2,1,Medium/Medium,65.0,43.0,50.0,62.0,70.0,77.0,-0.5
22,Samuel Lino,Left Winger,22,7.0,Brazil,Gil Vicente,Liga Portugal,Atlético Madrid,LaLiga,2958.0,12.0,5.0,4.0,0.0,11.0,3.9,91.0,109.0,83,178,66,Right,3,3,1,High/Medium,81.0,71.0,67.0,76.0,30.0,64.0,1.0
22,Grischa Prömel,Central Midfield,27,7.5,Germany,Union Berlin,Bundesliga,TSG Hoffenheim,Bundesliga,2422.0,8.0,1.0,4.0,0.0,6.3,1.1,27.0,95.0,77,184,81,Right,4,3,1,High/High,65.0,71.0,71.0,73.0,74.0,81.0,1.7000000000000002
22,Perr Schuurs,Centre-Back,22,7.0,Netherlands,Ajax,Eredivisie,Torino,Serie A,1047.0,0.0,1.0,0.0,0.0,0.6,1.1,17.0,78.0,82,191,79,Right,3,2,1,Medium/Medium,66.0,64.0,71.0,66.0,76.0,74.0,-0.6
22,Jonjo Shelvey,Central Midfield,30,7.0,England,Newcastle,Premier League,Nottm Forest,Premier League,1983.0,2.0,1.0,7.0,1.0,0.9,1.0,11.0,84.0,77,184,80,Right,3,3,2,Medium/Medium,40.0,71.0,80.0,72.0,62.0,74.0,1.1
22,Raoul Bellanova,Right Midfield,22,7.0,Italy,Cagliari Calcio,Serie B,Inter,Serie A,2496.0,1.0,2.0,3.0,0.0,1.7,3.5,81.0,46.0,82,188,78,Right,3,2,1,High/Medium,87.0,32.0,61.0,68.0,67.0,72.0,-0.7
22,Morten Thorsby,Central Midfield,26,7.0,Norway,Sampdoria,Serie A,Union Berlin,Bundesliga,2943.0,3.0,1.0,10.0,0.0,3.2,1.1,18.0,88.0,76,189,79,Right,3,2,2,High/High,67.0,63.0,70.0,72.0,75.0,80.0,-0.20000000000000018
22,Adam Ounas,Right Winger,25,7.0,Algeria,Napoli,Serie A,LOSC Lille,Ligue 1,326.0,0.0,0.0,1.0,0.0,0.7,0.8,28.0,31.0,76,172,65,Left,4,4,1,Medium/Low,83.0,66.0,69.0,79.0,44.0,63.0,-0.7
22,Eldor Shomurodov,Centre-Forward,27,7.0,Uzbekistan,AS Roma,Serie A,Spezia Calcio,Serie A,784.0,3.0,4.0,2.0,0.0,4.3,3.3,28.0,17.0,76,190,76,Right,4,3,1,High/Medium,82.0,74.0,63.0,75.0,39.0,70.0,-1.2999999999999998
22,Kenedy,Left Winger,26,7.0,Brazil,Chelsea,Premier League,Real Valladolid,LaLiga,58.0,0.0,1.0,0.0,0.0,0.0,0.6,2.0,5.0,77,182,77,Left,2,4,1,High/High,77.0,71.0,74.0,78.0,60.0,62.0,0.0
22,Alex Král,Central Midfield,24,7.0,Czech Republic,Spartak Moscow,Premier Liga,FC Schalke 04,Bundesliga,243.0,0.0,1.0,0.0,0.0,,,,,80,186,76,Right,3,3,1,High/Medium,71.0,70.0,71.0,75.0,72.0,78.0,
22,Fabien Centonze,Right-Back,26,7.0,France,FC Metz,Ligue 2,FC Nantes,Ligue 1,1586.0,4.0,1.0,3.0,0.0,0.7,0.5,46.0,55.0,78,182,75,Right,2,2,1,High/Medium,81.0,51.0,68.0,70.0,70.0,78.0,3.3
22,Théo Bongonda,Right Winger,26,7.0,DR Congo,KRC Genk,JPL,Cádiz CF,LaLiga,1887.0,10.0,2.0,2.0,0.0,10.8,3.8,96.0,81.0,75,177,73,Left,3,4,1,High/Medium,79.0,71.0,71.0,79.0,33.0,60.0,-0.8000000000000007
22,Andreaw Gravillon,Centre-Back,24,7.0,Guadeloupe,Stade Reims,Ligue 1,Torino,Serie A,2135.0,0.0,0.0,9.0,2.0,0.8,0.6,20.0,64.0,78,185,80,Right,3,2,1,Medium/Medium,59.0,42.0,48.0,55.0,74.0,77.0,-0.8
22,Anthony Caci,Right Midfield,25,7.0,France,R. Strasbourg,Ligue 1,1.FSV Mainz 05,Bundesliga,2395.0,1.0,3.0,4.0,0.0,0.9,4.0,65.0,174.0,80,185,76,Right,5,3,1,Medium/Medium,69.0,52.0,68.0,67.0,75.0,72.0,0.09999999999999998
22,Colin Dagba,Right-Back,23,7.0,France,Paris SG,Ligue 1,R. Strasbourg,Ligue 1,165.0,0.0,0.0,1.0,0.0,0.0,0.1,7.0,6.0,77,170,62,Right,2,3,1,High/Medium,77.0,56.0,69.0,74.0,70.0,60.0,0.0
22,Martín Satriano,Centre-Forward,21,7.0,Uruguay,Inter,Serie A,FC Empoli,Serie A,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81,187,75,Right,3,3,1,Medium/Medium,65.0,72.0,56.0,71.0,32.0,69.0,0.0
22,Jack Stephens,Centre-Back,28,7.0,England,Southampton,Premier League,Bournemouth,Premier League,811.0,0.0,0.0,3.0,0.0,0.0,0.3,7.0,28.0,74,185,75,Right,2,2,1,Medium/Medium,50.0,42.0,61.0,67.0,75.0,73.0,0.0
22,Thomas Strakosha,Goalkeeper,27,7.0,Albania,Lazio,Serie A,Brentford,Premier League,2070.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,81,193,78,Right,2,1,1,Medium/Medium,,,,,,,0.0
22,Stefano Sensi,Central Midfield,26,7.0,Italy,Inter,Serie A,Monza,Serie A,167.0,0.0,0.0,0.0,0.0,0.4,0.3,7.0,13.0,79,168,62,Right,4,4,1,Medium/Medium,75.0,61.0,83.0,84.0,65.0,57.0,-0.4
22,Selim Amallah,Attacking Midfield,26,6.5,Morocco,Standard Liège,JPL,Real Valladolid,LaLiga,1233.0,3.0,0.0,7.0,0.0,3.4,1.5,38.0,57.0,76,186,81,Right,3,3,1,High/Medium,68.0,75.0,72.0,74.0,63.0,75.0,-0.3999999999999999
22,Niklas Stark,Centre-Back,27,6.5,Germany,Hertha BSC,Bundesliga,Werder Bremen,Bundesliga,2031.0,1.0,0.0,3.0,0.0,0.8,0.4,11.0,59.0,77,190,88,Right,3,2,2,Medium/Medium,75.0,50.0,63.0,67.0,76.0,75.0,0.19999999999999996
22,Santiago Ascacíbar,Central Midfield,25,6.5,Argentina,Hertha BSC,Bundesliga,Cremonese,Serie A,2375.0,0.0,1.0,5.0,0.0,0.9,0.5,13.0,86.0,78,168,70,Right,3,2,1,Medium/High,69.0,47.0,61.0,69.0,74.0,72.0,-0.9
22,Cyriel Dessers,Centre-Forward,27,6.0,Nigeria,KRC Genk,JPL,Cremonese,Serie A,123.0,0.0,1.0,0.0,0.0,0.8,1.3,6.0,3.0,76,185,87,Right,4,3,1,Medium/Medium,75.0,74.0,56.0,71.0,29.0,75.0,-0.8
22,Mostafa Mohamed,Centre-Forward,24,6.5,Egypt,Galatasaray,Süper Lig,FC Nantes,Ligue 1,1108.0,7.0,3.0,4.0,0.0,,,,,81,185,78,Right,5,3,1,Medium/Medium,70.0,74.0,57.0,69.0,38.0,79.0,
22,Rémy Cabella,Attacking Midfield,32,6.5,France,Montpellier,Ligue 1,LOSC Lille,Ligue 1,313.0,0.0,0.0,0.0,0.0,0.3,0.6,18.0,34.0,74,172,68,Right,4,4,2,Medium/Low,71.0,70.0,74.0,78.0,39.0,52.0,-0.3
22,Felix Afena-Gyan,Centre-Forward,19,6.0,Ghana,AS Roma,Serie A,Cremonese,Serie A,668.0,2.0,0.0,5.0,1.0,1.7,0.6,19.0,7.0,80,175,75,Right,3,2,1,Medium/Medium,89.0,70.0,57.0,69.0,39.0,62.0,0.30000000000000004
22,Miguel Gutiérrez,Left-Back,21,6.0,Spain,Real Madrid,LaLiga,Girona,LaLiga,260.0,0.0,1.0,1.0,0.0,0.0,0.4,9.0,18.0,81,180,73,Left,3,2,1,High/Medium,72.0,47.0,58.0,65.0,65.0,61.0,0.0
22,Willy Boly,Centre-Back,31,6.0,Cote d'Ivoire,Wolves,Premier League,Nottm Forest,Premier League,900.0,0.0,0.0,1.0,0.0,0.2,0.1,6.0,20.0,78,195,97,Right,4,2,1,Medium/Medium,58.0,36.0,64.0,63.0,77.0,79.0,-0.2
22,Ermedin Demirovic,Centre-Forward,24,6.0,Bosnia-Herzegovina,SC Freiburg,Bundesliga,FC Augsburg,Bundesliga,871.0,2.0,3.0,4.0,0.0,3.0,1.6,16.0,10.0,78,185,76,Right,3,3,1,Medium/Medium,73.0,73.0,61.0,71.0,33.0,74.0,-1.0
22,Tino Kadewere,Centre-Forward,26,6.0,Zimbabwe,Olympique Lyon,Ligue 1,RCD Mallorca,LaLiga,506.0,1.0,0.0,0.0,1.0,2.5,1.1,12.0,14.0,74,183,71,Right,3,3,2,Medium/Medium,75.0,74.0,67.0,74.0,38.0,67.0,-1.5
22,Daley Blind,Centre-Back,32,6.0,Netherlands,Ajax,Eredivisie,Bayern Munich,Bundesliga,2808.0,1.0,2.0,2.0,0.0,1.9,3.9,66.0,497.0,80,180,72,Left,3,3,3,Medium/Medium,42.0,62.0,82.0,79.0,81.0,70.0,-0.8999999999999999
22,Filip Uremovic,Centre-Back,25,6.0,Croatia,Rubin Kazan,1.League,Hertha BSC,Bundesliga,1468.0,0.0,0.0,6.0,0.0,,,,,74,184,78,Right,3,2,1,Medium/Medium,58.0,30.0,47.0,52.0,70.0,71.0,
22,Ayoze Pérez,Centre-Forward,29,6.0,Spain,Leicester,Premier League,Real Betis,LaLiga,445.0,2.0,3.0,0.0,1.0,1.6,1.6,16.0,18.0,76,178,72,Right,4,4,1,High/High,76.0,70.0,73.0,80.0,58.0,63.0,0.3999999999999999
22,Bartlomiej Dragowski,Goalkeeper,24,6.0,Poland,Fiorentina,Serie A,Spezia Calcio,Serie A,556.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78,188,74,Right,2,1,1,Medium/Medium,,,,,,,0.0
22,Eric Bailly,Centre-Back,28,6.0,Cote d'Ivoire,Man Utd,Premier League,Marseille,Ligue 1,217.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,77,186,77,Right,3,3,2,Medium/Medium,70.0,42.0,56.0,66.0,76.0,74.0,0.0
22,Carles Pérez,Right Winger,24,6.0,Spain,AS Roma,Serie A,Celta de Vigo,LaLiga,554.0,1.0,1.0,2.0,0.0,1.5,1.0,25.0,19.0,73,179,68,Left,2,3,1,Medium/Medium,74.0,62.0,69.0,73.0,67.0,70.0,-0.5
22,Florent Mollet,Attacking Midfield,30,6.0,France,Montpellier,Ligue 1,FC Schalke 04,Bundesliga,2630.0,6.0,2.0,6.0,0.0,4.3,2.7,48.0,114.0,76,174,68,Right,4,3,2,Medium/Medium,70.0,75.0,76.0,78.0,51.0,64.0,1.7000000000000002
22,Mergim Berisha,Centre-Forward,24,6.0,Germany,Fenerbahce,Süper Lig,FC Augsburg,Bundesliga,1002.0,4.0,1.0,2.0,0.0,,,,,78,188,79,Right,3,3,1,High/Medium,73.0,75.0,72.0,72.0,37.0,72.0,
22,Lys Mousset,Centre-Forward,26,6.0,France,Sheff Utd,Championship,VfL Bochum,Bundesliga,319.0,3.0,0.0,2.0,0.0,2.9,0.4,3.0,10.0,72,184,80,Right,3,3,1,Medium/Medium,77.0,70.0,55.0,70.0,24.0,67.0,0.10000000000000009
22,Stefan Ortega,Goalkeeper,29,6.0,Germany,Arm. Bielefeld,2. Bundesliga,Man City,Premier League,2970.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,3.0,80,185,88,Right,4,1,1,Medium/Medium,,,,,,,0.0
22,Morgan Sanson,Central Midfield,28,6.0,France,Aston Villa,Premier League,R. Strasbourg,Ligue 1,356.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,76,180,73,Right,4,4,2,Medium/Medium,69.0,73.0,77.0,75.0,70.0,72.0,0.0
22,Martin Braithwaite,Centre-Forward,31,6.0,Denmark,Barcelona,LaLiga,Espanyol,LaLiga,235.0,2.0,1.0,0.0,0.0,0.9,1.2,5.0,4.0,76,177,73,Right,4,4,2,Medium/Medium,79.0,76.0,72.0,78.0,35.0,74.0,1.1
22,Óscar Mingueza,Right-Back,23,6.0,Spain,Barcelona,LaLiga,Celta de Vigo,LaLiga,894.0,0.0,1.0,2.0,0.0,0.3,0.9,13.0,43.0,81,184,75,Right,3,2,1,Medium/Medium,76.0,35.0,65.0,64.0,74.0,74.0,-0.3
22,Adil Aouchiche,Attacking Midfield,20,6.0,France,Saint-Étienne,Ligue 2,FC Lorient,Ligue 1,1081.0,0.0,4.0,2.0,0.0,1.2,1.6,43.0,75.0,79,181,72,Right,3,4,1,Medium/Medium,68.0,63.0,72.0,74.0,56.0,60.0,-1.2
22,Haris Seferovic,Centre-Forward,30,6.0,Switzerland,Benfica,Liga Portugal,Celta de Vigo,LaLiga,393.0,3.0,2.0,0.0,0.0,3.5,1.3,3.0,7.0,76,190,87,Left,2,3,2,High/Low,71.0,76.0,67.0,71.0,47.0,83.0,-0.5
22,Jordan Amavi,Left-Back,28,6.0,France,Marseille,Ligue 1,Getafe,LaLiga,128.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,67,177,73,Right,3,3,1,Medium/Medium,37.0,52.0,65.0,69.0,65.0,60.0,0.0
22,Mahdi Camara,Central Midfield,24,6.0,France,Saint-Étienne,Ligue 2,Stade Brestois,Ligue 1,3073.0,3.0,0.0,8.0,0.0,2.5,1.3,43.0,132.0,78,178,69,Right,3,3,1,Medium/High,63.0,57.0,67.0,71.0,73.0,74.0,0.5
22,Janis Antiste,Centre-Forward,20,4.0,France,Spezia Calcio,Serie A,Sassuolo,Serie A,796.0,1.0,0.0,0.0,0.0,1.4,0.2,10.0,7.0,79,182,77,Right,3,3,1,Medium/Medium,79.0,69.0,51.0,69.0,20.0,56.0,-0.3999999999999999
22,Anthony Modeste,Centre-Forward,34,3.0,France,1.FC Köln,Bundesliga,Bor. Dortmund,Bundesliga,2606.0,20.0,4.0,4.0,0.0,18.0,2.9,11.0,29.0,79,187,84,Right,4,3,2,Medium/Low,69.0,78.0,63.0,70.0,35.0,79.0,2.0
22,Kristian Thorstvedt,Attacking Midfield,23,5.0,Norway,KRC Genk,JPL,Sassuolo,Serie A,2131.0,5.0,2.0,4.0,1.0,5.8,4.5,53.0,151.0,79,189,84,Left,4,3,1,High/High,63.0,72.0,69.0,72.0,66.0,80.0,-0.7999999999999998
22,Oriol Romeu,Defensive Midfield,30,5.0,Spain,Southampton,Premier League,Girona,LaLiga,2889.0,2.0,2.0,9.0,0.0,1.4,2.9,38.0,156.0,78,183,83,Right,3,2,2,Low/High,41.0,44.0,62.0,65.0,80.0,79.0,0.6000000000000001
22,Andrea Cambiaso,Left-Back,22,5.0,Italy,Genoa,Serie B,Juventus,Serie A,1790.0,1.0,4.0,5.0,1.0,0.7,1.4,71.0,53.0,82,181,72,Left,4,2,1,Medium/Medium,74.0,54.0,67.0,71.0,68.0,57.0,0.30000000000000004
22,Brandon Soppy,Right-Back,20,5.0,France,Udinese Calcio,Serie A,Atalanta BC,Serie A,777.0,0.0,0.0,4.0,0.0,0.4,0.2,25.0,17.0,81,181,80,Right,3,2,1,Medium/Medium,80.0,48.0,64.0,68.0,65.0,73.0,-0.4
22,Thomas Henry,Centre-Forward,27,5.0,France,Venezia,Serie B,Hellas Verona,Serie A,2115.0,9.0,2.0,6.0,1.0,6.8,3.8,20.0,31.0,76,191,86,Right,3,2,1,High/Medium,65.0,76.0,65.0,66.0,40.0,82.0,2.2
22,Wilfried Kanga,Centre-Forward,24,2.2,Cote d'Ivoire,BSC Young Boys,Super League,Hertha BSC,Bundesliga,1588.0,12.0,4.0,2.0,0.0,,,,,75,189,90,Right,4,3,1,Medium/Medium,76.0,65.0,59.0,69.0,24.0,78.0,
22,Domagoj Bradarić,Left-Back,22,3.5,Croatia,LOSC Lille,Ligue 1,Salernitana,Serie A,417.0,0.0,0.0,2.0,0.0,0.1,0.7,11.0,15.0,79,178,69,Left,3,3,1,High/Low,78.0,55.0,67.0,73.0,69.0,66.0,-0.1
22,Adam Masina,Centre-Back,28,3.0,Morocco,Watford,Championship,Udinese Calcio,Serie A,1077.0,0.0,1.0,0.0,0.0,0.3,0.7,9.0,37.0,74,191,87,Left,3,3,1,Medium/High,72.0,42.0,66.0,68.0,73.0,71.0,-0.3
22,Salis Abdul Samed,Defensive Midfield,22,3.0,Ghana,Clermont Foot,Ligue 1,Lens,Ligue 1,2462.0,1.0,0.0,12.0,3.0,0.7,0.9,24.0,108.0,75,180,61,Right,2,2,1,High/High,50.0,47.0,60.0,65.0,69.0,62.0,0.30000000000000004
22,Ignatius Ganago,Centre-Forward,23,5.0,Cameroon,Lens,Ligue 1,FC Nantes,Ligue 1,1024.0,5.0,1.0,2.0,0.0,4.2,1.1,11.0,14.0,75,179,82,Right,3,3,1,High/Medium,81.0,73.0,59.0,73.0,34.0,67.0,0.7999999999999998
22,Brice Samba,Goalkeeper,28,2.5,France,Nottm Forest,Premier League,Lens,Ligue 1,3594.0,0.0,0.0,6.0,1.0,0.1,0.5,0.0,0.0,77,186,79,Left,3,1,1,Medium/Medium,,,,,,,-0.1
22,Luis Milla,Central Midfield,27,5.0,Spain,Granada CF,2ª División,Getafe,LaLiga,2773.0,3.0,3.0,4.0,0.0,3.7,3.5,52.0,167.0,81,175,67,Right,3,3,1,High/High,70.0,70.0,76.0,74.0,75.0,74.0,-0.7000000000000002
22,Johann Lepenant,Defensive Midfield,19,5.0,France,SM Caen,Ligue 2,Olympique Lyon,Ligue 1,2848.0,0.0,1.0,7.0,0.0,1.6,1.2,28.0,155.0,83,176,71,Right,3,3,1,Medium/Medium,72.0,43.0,65.0,69.0,65.0,68.0,-1.6
22,Ezequiel Ponce,Centre-Forward,25,5.0,Argentina,Spartak Moscow,Premier Liga,Elche CF,LaLiga,560.0,4.0,1.0,0.0,0.0,,,,,79,180,80,Right,3,3,1,High/Medium,76.0,73.0,61.0,74.0,37.0,69.0,
22,Maxim Leitsch,Centre-Back,24,5.0,Germany,VfL Bochum,Bundesliga,1.FSV Mainz 05,Bundesliga,1538.0,1.0,0.0,2.0,0.0,1.1,0.5,11.0,43.0,79,189,83,Left,2,2,1,Medium/High,82.0,37.0,57.0,58.0,76.0,71.0,-0.10000000000000009
22,Iké Ugbo,Centre-Forward,23,5.0,Canada,KRC Genk,JPL,Troyes,Ligue 1,615.0,3.0,0.0,1.0,0.0,2.9,0.8,4.0,11.0,78,185,73,Right,3,2,1,High/Medium,76.0,70.0,57.0,69.0,29.0,69.0,0.10000000000000009
22,Roger Martí,Centre-Forward,31,5.0,Spain,Levante,2ª División,Elche CF,LaLiga,2115.0,7.0,3.0,8.0,0.0,8.4,3.2,24.0,50.0,78,177,67,Right,3,2,1,Medium/Medium,64.0,57.0,61.0,67.0,58.0,56.0,-1.4000000000000004
22,Tonny Vilhena,Central Midfield,27,5.0,Netherlands,Krasnodar,Premier Liga,Espanyol,LaLiga,987.0,2.0,1.0,4.0,0.0,,,,,76,175,70,Left,4,3,2,High/High,73.0,72.0,76.0,77.0,73.0,77.0,
22,Pierre Lees-Melou,Defensive Midfield,29,5.0,France,Norwich,Championship,Stade Brestois,Ligue 1,2265.0,1.0,0.0,5.0,0.0,1.6,1.9,33.0,114.0,75,186,70,Right,4,3,1,High/High,65.0,72.0,76.0,75.0,67.0,74.0,-0.6000000000000001
22,Jean Onana,Defensive Midfield,22,5.0,Cameroon,G. Bordeaux,Ligue 2,Lens,Ligue 1,1832.0,3.0,2.0,3.0,1.0,1.4,1.6,18.0,90.0,80,187,90,Right,3,3,1,Medium/Medium,59.0,66.0,69.0,71.0,70.0,81.0,1.6
22,Andrea Carboni,Centre-Back,21,5.0,Italy,Cagliari Calcio,Serie B,Monza,Serie A,2215.0,0.0,0.0,6.0,0.0,0.7,0.1,29.0,97.0,80,185,80,Left,2,2,1,Medium/Medium,56.0,28.0,54.0,61.0,71.0,69.0,-0.7
22,Adrien Thomasson,Attacking Midfield,29,5.0,France,R. Strasbourg,Ligue 1,Lens,Ligue 1,2389.0,8.0,4.0,2.0,1.0,6.2,3.3,43.0,151.0,77,177,72,Right,4,3,2,High/High,69.0,72.0,77.0,77.0,65.0,70.0,1.7999999999999998
22,Jack Hendry,Centre-Back,27,5.0,Scotland,Club Brugge,JPL,Cremonese,Serie A,1512.0,0.0,0.0,1.0,1.0,1.9,0.1,10.0,66.0,76,194,88,Right,2,2,1,Medium/Medium,71.0,56.0,54.0,62.0,71.0,82.0,-1.9
22,Tonny Vilhena,Central Midfield,27,5.0,Netherlands,Espanyol,LaLiga,Salernitana,Serie A,928.0,1.0,1.0,4.0,0.0,0.8,0.9,17.0,29.0,76,175,70,Left,4,3,2,High/High,73.0,72.0,76.0,77.0,73.0,77.0,0.19999999999999996
22,Georgios Kyriakopoulos,Left Midfield,26,5.0,Greece,Sassuolo,Serie A,Bologna,Serie A,1975.0,0.0,5.0,6.0,1.0,1.1,4.5,78.0,62.0,74,178,74,Left,2,2,1,Medium/Medium,67.0,48.0,64.0,71.0,69.0,69.0,-1.1
22,Nemanja Matic,Defensive Midfield,33,5.0,Serbia,Man Utd,Premier League,AS Roma,Serie A,1382.0,0.0,4.0,3.0,0.0,0.2,2.0,32.0,98.0,79,194,83,Left,3,3,3,Low/Medium,38.0,67.0,76.0,72.0,78.0,72.0,-0.2
22,Jimmy Cabot,Right Midfield,28,5.0,France,Angers SCO,Ligue 1,Lens,Ligue 1,2008.0,0.0,5.0,4.0,0.0,0.4,1.7,92.0,77.0,75,164,64,Right,3,3,1,High/Medium,88.0,67.0,65.0,78.0,52.0,61.0,-0.4
22,Nicolas Cozza,Left-Back,24,5.0,France,Montpellier,Ligue 1,VfL Wolfsburg,Bundesliga,2770.0,2.0,2.0,2.0,1.0,1.6,0.6,47.0,78.0,81,178,72,Left,3,2,1,Medium/Medium,75.0,41.0,62.0,69.0,75.0,71.0,0.3999999999999999
22,Denis Suárez,Attacking Midfield,29,5.0,Spain,Celta de Vigo,LaLiga,Espanyol,LaLiga,2819.0,4.0,6.0,4.0,0.0,2.2,4.4,100.0,216.0,79,178,66,Right,3,3,2,Medium/Medium,72.0,72.0,81.0,81.0,64.0,55.0,1.7999999999999998
22,Oliver Abildgaard,Defensive Midfield,26,5.0,Denmark,Rubin Kazan,1.League,Hellas Verona,Serie A,1726.0,1.0,0.0,7.0,1.0,,,,,76,192,86,Left,2,2,1,High/High,64.0,62.0,66.0,68.0,70.0,79.0,
22,Junior Dina Ebimbe,Right Midfield,21,5.0,France,Paris SG,Ligue 1,E. Frankfurt,Bundesliga,316.0,0.0,0.0,2.0,0.0,0.1,0.1,7.0,21.0,78,184,80,Right,3,3,1,Medium/Medium,79.0,60.0,67.0,73.0,67.0,75.0,-0.1
22,Rúben Vinagre,Left-Back,23,5.0,Portugal,Sporting CP,Liga Portugal,Everton,Premier League,544.0,0.0,1.0,2.0,0.0,0.1,0.6,32.0,20.0,81,174,71,Left,2,4,1,High/Medium,86.0,55.0,70.0,77.0,64.0,63.0,-0.1
22,Mads Bech Sørensen,Centre-Back,23,5.0,Denmark,Brentford,Premier League,OGC Nice,Ligue 1,835.0,0.0,0.0,3.0,0.0,0.1,0.4,9.0,20.0,78,193,92,Left,3,2,1,Low/Medium,53.0,34.0,53.0,58.0,69.0,73.0,-0.1
22,Keylor Navas,Goalkeeper,36,5.0,Costa Rica,Paris SG,Ligue 1,Nottm Forest,Premier League,1856.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88,185,80,Right,3,1,3,Medium/Medium,,,,,,,0.0
22,Amos Pieper,Centre-Back,24,5.0,Germany,Arm. Bielefeld,2. Bundesliga,Werder Bremen,Bundesliga,2379.0,0.0,0.0,2.0,0.0,0.8,0.3,7.0,63.0,79,191,84,Right,3,2,1,Medium/Medium,65.0,32.0,53.0,55.0,78.0,74.0,-0.8
22,Nathanaël Mbuku,Left Winger,20,5.0,DR Congo,Stade Reims,Ligue 1,FC Augsburg,Bundesliga,1418.0,2.0,1.0,1.0,0.0,2.4,0.7,57.0,40.0,82,170,65,Left,2,3,1,High/Medium,77.0,66.0,70.0,78.0,35.0,53.0,-0.3999999999999999
22,Simone Verdi,Attacking Midfield,30,5.0,Italy,Torino,Serie A,Hellas Verona,Serie A,46.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,75,174,72,Left,5,4,2,High/Low,78.0,73.0,74.0,79.0,43.0,50.0,0.8
22,Sebastian Walukiewicz,Centre-Back,22,5.0,Poland,Cagliari Calcio,Serie B,FC Empoli,Serie A,302.0,0.0,0.0,1.0,0.0,0.4,0.0,4.0,13.0,78,188,85,Right,2,2,1,High/Medium,59.0,38.0,49.0,59.0,71.0,74.0,-0.4
22,Shane Duffy,Centre-Back,30,5.0,Ireland,Brighton,Premier League,Fulham,Premier League,1436.0,1.0,0.0,7.0,0.0,1.0,0.2,3.0,41.0,74,193,76,Right,3,2,1,Low/High,34.0,47.0,50.0,48.0,74.0,78.0,0.0
22,Rémi Oudin,Attacking Midfield,25,5.0,France,G. Bordeaux,Ligue 2,Lecce,Serie A,1737.0,4.0,5.0,6.0,0.0,3.0,3.8,31.0,53.0,75,186,81,Left,3,3,1,Medium/Medium,74.0,71.0,72.0,72.0,34.0,67.0,1.0
22,Soualiho Meïté,Central Midfield,28,5.0,France,Benfica,Liga Portugal,Cremonese,Serie A,885.0,0.0,0.0,1.0,0.0,0.3,0.4,16.0,55.0,75,189,84,Right,3,3,1,Medium/Medium,66.0,59.0,72.0,77.0,71.0,78.0,-0.3
22,Pablo Marí,Centre-Back,28,5.0,Spain,Arsenal,Premier League,Monza,Serie A,180.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,9.0,76,193,87,Left,3,2,2,Medium/Medium,53.0,40.0,51.0,50.0,76.0,76.0,-0.1
22,Fernando Pacheco,Goalkeeper,30,5.0,Spain,Alavés,2ª División,UD Almería,LaLiga,3053.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,72,177,81,Right,3,4,1,Medium/Low,71.0,61.0,62.0,65.0,43.0,73.0,0.0
22,Emirhan İlkhan,Central Midfield,18,3.0,Türkiye,Besiktas,Süper Lig,Torino,Serie A,635.0,1.0,0.0,0.0,0.0,,,,,80,175,68,Right,3,3,1,High/Medium,68.0,58.0,63.0,70.0,50.0,49.0,
