Saison,Spieler,Position,Alter,Marktwert,Nationalität,Abgebender Verein,Abgebende Liga,Aufnehmender Verein,Aufnehmende Liga,Ablöse
20,Agustín Fontana,Centre-Forward,24,2.2,Argentina,Banfield,Liga Profesional,River Plate,Liga Profesional,€1.44m
20,Mateo García,Right Winger,24,2.2,Argentina,Red Star,Super liga,Aris Saloniki,Super League 1,€1.30m
20,Abdulfattah Asiri,Right Winger,26,2.2,Saudi Arabia,Al-Ahli,Saudi Pro League,Al-Nassr,Saudi Pro League,€1.20m
20,Nemanja Miletic,Centre-Back,29,2.2,Serbia,Partizan,Super liga,Al-Raed,Saudi Pro League,€550k
20,Ladislav Krejci,Left Midfield,28,2.2,Czech Republic,Bologna,Serie A,Sparta Prague,Fortuna Liga,free transfer
20,Lewis Wing,Central Midfield,25,2.2,England,Middlesbrough,Championship,Rotherham,Championship,loan transfer
20,Lucas Castro,Attacking Midfield,31,2.2,Argentina,SPAL,Serie B,Karagümrük,Süper Lig,free transfer
20,Martín Campaña,Goalkeeper,31,2.2,Uruguay,Independiente,Copa de la Liga,Al-Batin,Saudi Pro League,free transfer
20,Youssouf Ndayishimiye,Defensive Midfield,22,1.2,Burundi,Y. Malatyaspor,Süper Lig,Basaksehir,Süper Lig,€2.15m
20,Kasper Junker,Centre-Forward,27,2.0,Denmark,Bodø/Glimt,Eliteserien,Urawa Reds,J1 League,€2.11m
20,Jorge Rodríguez,Defensive Midfield,25,1.0,Argentina,Banfield,Liga Profesional,Estudiantes LP,Liga Profesional,€2.08m
20,Jorge de Frutos,Right Winger,23,2.0,Spain,Real Madrid,LaLiga,Levante,LaLiga,€6.00m
20,Rúnar Alex Rúnarsson,Goalkeeper,25,1.2,Iceland,Dijon,Ligue 1,Arsenal,Premier League,€2.00m
20,Ragnar Ache,Centre-Forward,21,9.0,Germany,Sparta R.,Eredivisie,E. Frankfurt,Bundesliga,€2.00m
20,Thierry Ambrose,Centre-Forward,23,1.6,Guadeloupe,Man City U23,Premier League 2,FC Metz,Ligue 1,€2.00m
20,Julio Tavarès,Centre-Forward,31,2.2,Cape Verde,Dijon,Ligue 1,Al-Faisaly,Saudi Pro League,€1.00m
20,Jens Odgaard,Centre-Forward,21,2.2,Denmark,Sassuolo,Serie A,FC Lugano,Super League,Loan fee:€255k
20,Samuel Moutoussamy,Central Midfield,24,2.2,DR Congo,FC Nantes,Ligue 1,Fortuna Sittard,Eredivisie,loan transfer
20,Cristian Lema,Centre-Back,30,2.2,Argentina,Damac FC,Saudi Pro League,Newell's,Liga Profesional,free transfer
20,Franco Fragapane,Left Winger,27,2.2,Argentina,CA Talleres,Copa de la Liga,Fortaleza,Série A,loan transfer
20,Li Lu,Goalkeeper,23,0.25,China,HB FC Res.,Without Club,SZ FC Res.,China,€2.19m
20,César Haydar,Centre-Back,19,2.0,Colombia,Junior FC,Liga Dimayor I,RB Bragantino,Série A,€2.12m
20,Alan Franco,Central Midfield,21,1.6,Ecuador,Independiente,Serie A Primera Etapa,Atlético-MG,Série A,€2.10m
20,Léo,Centre-Forward,23,1.5,Brazil,Urawa Reds,J1 League,SD Taishan,Super League,€2.07m
20,Darian Males,Right Midfield,19,2.0,Switzerland,FC Luzern,Super League,Inter,Serie A,€2.75m
20,Lennart Grill,Goalkeeper,21,1.5,Germany,1.FC K'lautern,3. Liga,B. Leverkusen,Bundesliga,€2.00m
20,Luca Kilian,Centre-Back,20,1.3,Germany,SC Paderborn,2. Bundesliga,1.FSV Mainz 05,Bundesliga,€2.00m
20,Ismaila Coulibaly,Central Midfield,19,1.0,Mali,Sarpsborg 08,Eliteserien,Sheff Utd,Premier League,€2.00m
20,Franck Kanouté,Central Midfield,21,7.0,Senegal,Pescara,Serie B,Cercle Brugge,JPL,€2.00m
20,Luis Orejuela,Right-Back,25,1.7,Colombia,Cruzeiro,Série B,São Paulo,Série A,€2.00m
20,Keidi Bare,Central Midfield,23,1.8,Albania,Málaga CF,2ª División,Espanyol,2ª División,€2.00m
20,Quentin Boisgard,Central Midfield,23,1.6,France,Toulouse,Ligue 2,FC Lorient,Ligue 1,€2.00m
20,Jan Paul van Hecke,Centre-Back,20,1.8,Netherlands,NAC Breda,Keuken Kampioen Divisie,Brighton,Premier League,€2.00m
